countryname,Active,Closed,Dropped,Pipeline
Romania,False,True,False,False
Ukraine,False,True,False,False
Republic of Haiti,False,True,False,False
Islamic Republic of Pakistan,False,True,False,False
People's Republic of Bangladesh,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Haiti,False,True,False,False
Argentine Republic,False,True,False,False
Republic of Nicaragua,False,True,False,False
Republic of Tajikistan,False,True,False,False
Lebanese Republic,False,True,False,False
Kingdom of Morocco,False,True,False,False
Republic of Uzbekistan,False,True,False,False
Republic of Turkey,False,True,False,False
Republic of Niger,False,True,False,False
Republic of Paraguay,False,True,False,False
Republic of Lithuania,False,True,False,False
Republic of India,False,True,False,False
Republic of India,False,True,False,False
Jamaica,False,True,False,False
Argentine Republic,False,True,False,False
Bosnia and Herzegovina,False,True,False,False
Republic of El Salvador,False,True,False,False
Jamaica,False,True,False,False
Republic of Bulgaria,False,True,False,False
Nepal,False,True,False,False
Republic of Madagascar,False,True,False,False
Republic of Yemen,False,True,False,False
Republic of Zambia,False,True,False,False
Romania,False,True,False,False
Republic of Poland,False,True,False,False
Republic of Bulgaria,False,True,False,False
Republic of Kazakhstan,False,True,False,False
Bosnia and Herzegovina,False,True,False,False
Bosnia and Herzegovina,False,True,False,False
Bosnia and Herzegovina,False,True,False,False
Bosnia and Herzegovina,False,True,False,False
Bosnia and Herzegovina,False,True,False,False
Republic of Uganda,False,True,False,False
United Republic of Tanzania,False,True,False,False
Republic of Kenya,False,True,False,False
Republic of Uganda,False,True,False,False
Republic of Kenya,False,True,False,False
United Republic of Tanzania,False,True,False,False
Republic of Albania,False,True,False,False
Hashemite Kingdom of Jordan,False,True,False,False
Republic of Ecuador,False,True,False,False
Republic of Peru,False,True,False,False
Republic of Slovenia,False,True,False,False
Jamaica,False,True,False,False
Republic of Tunisia,False,True,False,False
Republic of Ecuador,False,True,False,False
Republic of Peru,False,True,False,False
Kingdom of Thailand,False,True,False,False
United Republic of Tanzania,False,True,False,False
Islamic Republic of Pakistan,False,True,False,False
Republic of Lithuania,False,True,False,False
United Republic of Tanzania,False,True,False,False
Lebanese Republic,False,True,False,False
People's Republic of China,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Kazakhstan,False,True,False,False
West Bank and Gaza,False,True,False,False
Bosnia and Herzegovina,False,True,False,False
Bosnia and Herzegovina,False,True,False,False
Republic of Cote d'Ivoire,False,True,False,False
Republic of Mali,False,True,False,False
Republic of Sierra Leone,False,True,False,False
Ukraine,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Russian Federation,False,True,False,False
Russian Federation,False,True,False,False
People's Republic of China,False,True,False,False
Republic of Indonesia,False,True,False,False
Kingdom of Thailand,False,True,False,False
Kingdom of Thailand,False,True,False,False
Republic of India,False,True,False,False
Kyrgyz Republic,False,True,False,False
Republic of Kazakhstan,False,True,False,False
Kyrgyz Republic,False,True,False,False
Islamic Republic of Mauritania,False,True,False,False
Federative Republic of Brazil,False,True,False,False
United Mexican States,False,True,False,False
Republic of Albania,False,True,False,False
Macedonia,False,True,False,False
Republic of Turkey,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Republic of Ghana,False,True,False,False
Republic of Kenya,False,True,False,False
People's Republic of China,False,True,False,False
People's Republic of China,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Kazakhstan,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Kenya,False,True,False,False
Hashemite Kingdom of Jordan,False,True,False,False
Republic of Tunisia,False,True,False,False
Russian Federation,False,True,False,False
Democratic Socialist Republic of Sri Lan,False,True,False,False
Islamic Republic of Pakistan,False,True,False,False
Republic of Tunisia,False,True,False,False
Republic of Cameroon,False,True,False,False
Democratic Socialist Republic of Sri Lan,False,True,False,False
People's Democratic Republic of Algeria,False,True,False,False
Co-operative Republic of Guyana,False,True,False,False
Republic of Ghana,False,True,False,False
Republic of Yemen,False,True,False,False
Republic of India,False,True,False,False
Republic of Guinea,False,True,False,False
Republic of Senegal,False,True,False,False
Republica Bolivariana de Venezuela,False,True,False,False
Republic of Poland,False,True,False,False
Republic of Senegal,False,True,False,False
Russian Federation,False,True,False,False
Republic of Zambia,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Cameroon,False,True,False,False
People's Republic of China,False,True,False,False
Kingdom of Morocco,False,True,False,False
Republic of Nicaragua,False,True,False,False
Russian Federation,False,True,False,False
Russian Federation,False,True,False,False
Republic of Slovenia,False,True,False,False
People's Republic of China,False,True,False,False
Kingdom of Morocco,False,True,False,False
Kingdom of Morocco,False,True,False,False
Russian Federation,False,True,False,False
Lebanese Republic,False,True,False,False
West Bank and Gaza,False,True,False,False
United Republic of Tanzania,False,True,False,False
Republic of Colombia,False,True,False,False
Kyrgyz Republic,False,True,False,False
Republic of Moldova,False,True,False,False
Republic of Cabo Verde,False,True,False,False
Republic of the Philippines,False,True,False,False
Arab Republic of Egypt,False,True,False,False
Arab Republic of Egypt,False,True,False,False
Macedonia,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Tajikistan,False,True,False,False
Republic of India,False,True,False,False
Macedonia,False,True,False,False
Ukraine,False,True,False,False
Republic of Ghana,False,True,False,False
Kyrgyz Republic,False,True,False,False
Kyrgyz Republic,False,True,False,False
Republic of India,False,True,False,False
Islamic Republic of Pakistan,False,True,False,False
Bosnia and Herzegovina,False,True,False,False
Kingdom of Lesotho,False,True,False,False
Republic of Malawi,False,True,False,False
Republic of Lithuania,False,True,False,False
Republic of Lithuania,False,True,False,False
Socialist Republic of Vietnam,False,True,False,False
Republic of Moldova,False,True,False,False
Mongolia,False,True,False,False
Russian Federation,False,True,False,False
Republic of Malawi,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Indonesia,False,True,False,False
Republic of Indonesia,False,True,False,False
Kingdom of Morocco,False,True,False,False
Russian Federation,False,True,False,False
Republic of Malawi,False,True,False,False
People's Democratic Republic of Algeria,False,True,False,False
Georgia,False,True,False,False
Republic of Mali,False,True,False,False
Republic of Zimbabwe,False,True,False,False
Republic of Togo,False,True,False,False
People's Democratic Republic of Algeria,False,True,False,False
Argentine Republic,False,True,False,False
West Bank and Gaza,False,True,False,False
Argentine Republic,False,True,False,False
Georgia,False,True,False,False
Georgia,False,True,False,False
Republic of Madagascar,False,True,False,False
People's Republic of China,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Republic of Albania,False,True,False,False
Republic of Uganda,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Republic of Cote d'Ivoire,False,True,False,False
Islamic Republic of Mauritania,False,True,False,False
Federal Democratic Republic of Ethiopia,False,True,False,False
Federal Democratic Republic of Ethiopia,False,True,False,False
Republic of Bulgaria,False,True,False,False
Republic of Yemen,False,True,False,False
Republic of the Philippines,False,True,False,False
Republic of Ecuador,False,True,False,False
Republic of Croatia,False,True,False,False
Republic of Guinea,False,True,False,False
Republic of Lithuania,False,True,False,False
Republic of Cameroon,False,True,False,False
Bosnia and Herzegovina,False,True,False,False
Republic of Panama,False,True,False,False
Russian Federation,False,True,False,False
Hashemite Kingdom of Jordan,False,True,False,False
Republic of India,False,True,False,False
Republic of Panama,False,True,False,False
Bosnia and Herzegovina,False,True,False,False
Bosnia and Herzegovina,False,True,False,False
Republic of Ghana,False,True,False,False
People's Republic of China,False,True,False,False
Islamic Republic of Mauritania,False,True,False,False
